date,country_name,party_name,voting_intention
2014-11-17,Great Britain,Liberal Democrats,7.76
2014-11-17,Great Britain,UK Independence Party (UKIP),15.61
2014-11-16,Great Britain,Other,5.87
2014-11-16,Great Britain,Conservative,31.56
2014-11-16,Great Britain,Green Party,5.48
2014-11-16,Great Britain,Labour,32.94
2014-11-16,Great Britain,Liberal Democrats,7.96
2014-11-16,Great Britain,UK Independence Party (UKIP),16.17
2014-11-14,Great Britain,Other,5.75
2014-11-14,Great Britain,Conservative,31.52
2014-11-14,Great Britain,Green Party,5.47
2014-11-14,Great Britain,Labour,32.9
2014-11-14,Great Britain,Liberal Democrats,7.88
2014-11-14,Great Britain,UK Independence Party (UKIP),16.47
2014-11-13,Great Britain,Other,5.69
2014-11-13,Great Britain,Conservative,31.73
2014-11-13,Great Britain,Green Party,5.64
2014-11-13,Great Britain,Labour,32.84
2014-11-13,Great Britain,Liberal Democrats,7.87
2014-11-13,Great Britain,UK Independence Party (UKIP),16.22
2014-11-13,Scotland,Other,1.0
2014-11-13,Scotland,Conservative,15.54
2014-11-13,Scotland,Green Party,2.08
2014-11-13,Scotland,Labour,32.63
2014-11-13,Scotland,Liberal Democrats,5.31
2014-11-13,Scotland,SNP,39.06
2014-11-13,Scotland,UK Independence Party (UKIP),4.61
2014-11-12,Great Britain,Other,5.64
2014-11-12,Great Britain,Conservative,31.58
2014-11-12,Great Britain,Green Party,5.76
2014-11-12,Great Britain,Labour,32.91
2014-11-12,Great Britain,Liberal Democrats,7.7
2014-11-12,Great Britain,UK Independence Party (UKIP),16.41
2014-11-11,Great Britain,Other,5.71
2014-11-11,Great Britain,Conservative,31.56
2014-11-11,Great Britain,Green Party,5.68
2014-11-11,Great Britain,Labour,32.75
2014-11-11,Great Britain,Liberal Democrats,7.77
2014-11-11,Great Britain,UK Independence Party (UKIP),16.54
2014-11-10,Great Britain,Other,5.57
2014-11-10,Great Britain,Conservative,31.51
2014-11-10,Great Britain,Green Party,5.69
2014-11-10,Great Britain,Labour,32.63
2014-11-10,Great Britain,Liberal Democrats,7.85
2014-11-10,Great Britain,UK Independence Party (UKIP),16.76
2014-11-09,Great Britain,Other,5.49
2014-11-09,Great Britain,Conservative,31.48
2014-11-09,Great Britain,Green Party,5.52
2014-11-09,Great Britain,Labour,32.7
2014-11-09,Great Britain,Liberal Democrats,7.9
2014-11-09,Great Britain,UK Independence Party (UKIP),16.92
2014-11-07,Great Britain,Other,5.42
2014-11-07,Great Britain,Conservative,31.59
2014-11-07,Great Britain,Green Party,5.46
2014-11-07,Great Britain,Labour,32.77
2014-11-07,Great Britain,Liberal Democrats,7.67
2014-11-07,Great Britain,UK Independence Party (UKIP),17.1
2014-11-06,Great Britain,Other,5.38
2014-11-06,Great Britain,Conservative,31.83
2014-11-06,Great Britain,Green Party,5.49
2014-11-06,Great Britain,Labour,32.87
2014-11-06,Great Britain,Liberal Democrats,7.64
2014-11-06,Great Britain,UK Independence Party (UKIP),16.79
2014-11-05,Great Britain,Other,5.47
2014-11-05,Great Britain,Conservative,31.73
2014-11-05,Great Britain,Green Party,5.48
2014-11-05,Great Britain,Labour,32.82
2014-11-05,Great Britain,Liberal Democrats,7.54
2014-11-05,Great Britain,UK Independence Party (UKIP),16.95
2014-11-04,Great Britain,Other,5.48
2014-11-04,Great Britain,Conservative,31.78
2014-11-04,Great Britain,Green Party,5.35
2014-11-04,Great Britain,Labour,32.87
2014-11-04,Great Britain,Liberal Democrats,7.63
2014-11-04,Great Britain,UK Independence Party (UKIP),16.9
2014-11-04,Scotland,Other,1.0
2014-11-04,Scotland,Conservative,15.47
2014-11-04,Scotland,Green Party,2.15
2014-11-04,Scotland,Labour,34.27
2014-11-04,Scotland,Liberal Democrats,5.47
2014-11-04,Scotland,SNP,37.33
2014-11-04,Scotland,UK Independence Party (UKIP),4.61
2014-11-03,Great Britain,Other,5.62
2014-11-03,Great Britain,Conservative,31.71
2014-11-03,Great Britain,Green Party,5.35
2014-11-03,Great Britain,Labour,32.79
2014-11-03,Great Britain,Liberal Democrats,7.63
2014-11-03,Great Britain,UK Independence Party (UKIP),16.9
2014-11-02,Great Britain,Other,5.74
2014-11-02,Great Britain,Conservative,31.53
2014-11-02,Great Britain,Green Party,5.41
2014-11-02,Great Britain,Labour,32.73
2014-11-02,Great Britain,Liberal Democrats,7.62
2014-11-02,Great Britain,UK Independence Party (UKIP),16.97
2014-11-01,Great Britain,Other,5.68
2014-11-01,Great Britain,Conservative,31.52
2014-11-01,Great Britain,Green Party,5.39
2014-11-01,Great Britain,Labour,32.94
2014-11-01,Great Britain,Liberal Democrats,7.42
2014-11-01,Great Britain,UK Independence Party (UKIP),17.04
2014-10-31,Great Britain,Other,5.55
2014-10-31,Great Britain,Conservative,31.84
2014-10-31,Great Britain,Green Party,5.55
2014-10-31,Great Britain,Labour,33.12
2014-10-31,Great Britain,Liberal Democrats,7.35
2014-10-31,Great Britain,UK Independence Party (UKIP),16.59
2014-10-30,Great Britain,Other,5.48
2014-10-30,Great Britain,Conservative,31.76
2014-10-30,Great Britain,Green Party,5.48
2014-10-30,Great Britain,Labour,33.1
2014-10-30,Great Britain,Liberal Democrats,7.35
2014-10-30,Great Britain,UK Independence Party (UKIP),16.84
2014-10-30,Scotland,Other,1.0
2014-10-30,Scotland,Conservative,15.6
2014-10-30,Scotland,Green Party,2.24
2014-10-30,Scotland,Labour,34.6
2014-10-30,Scotland,Liberal Democrats,5.69
2014-10-30,Scotland,SNP,36.81
2014-10-30,Scotland,UK Independence Party (UKIP),4.6
2014-10-29,Great Britain,Other,5.58
2014-10-29,Great Britain,Conservative,31.51
2014-10-29,Great Britain,Green Party,5.38
2014-10-29,Great Britain,Labour,33.16
2014-10-29,Great Britain,Liberal Democrats,7.4
2014-10-29,Great Britain,UK Independence Party (UKIP),16.98
2014-10-29,Scotland,Other,1.0
2014-10-29,Scotland,Conservative,15.64
2014-10-29,Scotland,Green Party,2.08
2014-10-29,Scotland,Labour,35.74
2014-10-29,Scotland,Liberal Democrats,5.98
2014-10-29,Scotland,SNP,35.67
2014-10-29,Scotland,UK Independence Party (UKIP),4.36
2014-10-28,Great Britain,Other,5.72
2014-10-28,Great Britain,Conservative,31.51
2014-10-28,Great Britain,Green Party,5.16
2014-10-28,Great Britain,Labour,33.16
2014-10-28,Great Britain,Liberal Democrats,7.47
2014-10-28,Great Britain,UK Independence Party (UKIP),16.98
2014-10-27,Great Britain,Other,5.8
2014-10-27,Great Britain,Conservative,31.43
2014-10-27,Great Britain,Green Party,5.1
2014-10-27,Great Britain,Labour,33.24
2014-10-27,Great Britain,Liberal Democrats,7.56
2014-10-27,Great Britain,UK Independence Party (UKIP),16.87
2014-10-26,Great Britain,Other,5.84
2014-10-26,Great Britain,Conservative,31.39
2014-10-26,Great Britain,Green Party,4.92
2014-10-26,Great Britain,Labour,33.26
2014-10-26,Great Britain,Liberal Democrats,7.56
2014-10-26,Great Britain,UK Independence Party (UKIP),17.04
2014-10-24,Great Britain,Other,5.78
2014-10-24,Great Britain,Conservative,31.29
2014-10-24,Great Britain,Green Party,4.93
2014-10-24,Great Britain,Labour,33.47
2014-10-24,Great Britain,Liberal Democrats,7.6
2014-10-24,Great Britain,UK Independence Party (UKIP),16.92
2014-10-23,Great Britain,Other,5.82
2014-10-23,Great Britain,Conservative,31.29
2014-10-23,Great Britain,Green Party,5.01
2014-10-23,Great Britain,Labour,33.54
2014-10-23,Great Britain,Liberal Democrats,7.63
2014-10-23,Great Britain,UK Independence Party (UKIP),16.71
2014-10-22,Great Britain,Other,5.91
2014-10-22,Great Britain,Conservative,31.16
2014-10-22,Great Britain,Green Party,5.0
2014-10-22,Great Britain,Labour,33.51
2014-10-22,Great Britain,Liberal Democrats,7.71
2014-10-22,Great Britain,UK Independence Party (UKIP),16.71
2014-10-21,Great Britain,Other,5.98
2014-10-21,Great Britain,Conservative,31.45
2014-10-21,Great Britain,Green Party,4.86
2014-10-21,Great Britain,Labour,33.51
2014-10-21,Great Britain,Liberal Democrats,7.78
2014-10-21,Great Britain,UK Independence Party (UKIP),16.42
2014-10-20,Great Britain,Other,5.99
2014-10-20,Great Britain,Conservative,31.43
2014-10-20,Great Britain,Green Party,4.88
2014-10-20,Great Britain,Labour,33.53
2014-10-20,Great Britain,Liberal Democrats,7.74
2014-10-20,Great Britain,UK Independence Party (UKIP),16.43
2014-10-19,Great Britain,Other,5.78
2014-10-19,Great Britain,Conservative,31.78
2014-10-19,Great Britain,Green Party,4.81
2014-10-19,Great Britain,Labour,33.6
2014-10-19,Great Britain,Liberal Democrats,7.74
2014-10-19,Great Britain,UK Independence Party (UKIP),16.29
2014-10-17,Great Britain,Other,5.69
2014-10-17,Great Britain,Conservative,32.07
2014-10-17,Great Britain,Green Party,4.7
2014-10-17,Great Britain,Labour,33.75
2014-10-17,Great Britain,Liberal Democrats,7.65
2014-10-17,Great Britain,UK Independence Party (UKIP),16.14
2014-10-16,Great Britain,Other,5.55
2014-10-16,Great Britain,Conservative,32.02
2014-10-16,Great Britain,Green Party,4.71
2014-10-16,Great Britain,Labour,33.99
2014-10-16,Great Britain,Liberal Democrats,7.66
2014-10-16,Great Britain,UK Independence Party (UKIP),16.08
2014-10-15,Great Britain,Other,5.67
2014-10-15,Great Britain,Conservative,31.99
2014-10-15,Great Britain,Green Party,4.69
2014-10-15,Great Britain,Labour,34.18
2014-10-15,Great Britain,Liberal Democrats,7.59
2014-10-15,Great Britain,UK Independence Party (UKIP),15.89
2014-10-14,Great Britain,Other,5.75
2014-10-14,Great Britain,Conservative,32.07
2014-10-14,Great Britain,Green Party,4.62
2014-10-14,Great Britain,Labour,34.47
2014-10-14,Great Britain,Liberal Democrats,7.59
2014-10-14,Great Britain,UK Independence Party (UKIP),15.5
2014-10-13,Great Britain,Other,5.74
2014-10-13,Great Britain,Conservative,32.13
2014-10-13,Great Britain,Green Party,4.56
2014-10-13,Great Britain,Labour,34.53
2014-10-13,Great Britain,Liberal Democrats,7.65
2014-10-13,Great Britain,UK Independence Party (UKIP),15.38
2014-10-12,Great Britain,Other,5.67
2014-10-12,Great Britain,Conservative,32.11
2014-10-12,Great Britain,Green Party,4.61
2014-10-12,Great Britain,Labour,34.6
2014-10-12,Great Britain,Liberal Democrats,7.62
2014-10-12,Great Britain,UK Independence Party (UKIP),15.38
2014-10-10,Great Britain,Other,5.67
2014-10-10,Great Britain,Conservative,32.17
2014-10-10,Great Britain,Green Party,4.63
2014-10-10,Great Britain,Labour,34.82
2014-10-10,Great Britain,Liberal Democrats,7.5
2014-10-10,Great Britain,UK Independence Party (UKIP),15.21
2014-10-09,Great Britain,Other,5.7
2014-10-09,Great Britain,Conservative,32.29
2014-10-09,Great Britain,Green Party,4.74
2014-10-09,Great Britain,Labour,35.15
2014-10-09,Great Britain,Liberal Democrats,7.43
2014-10-09,Great Britain,UK Independence Party (UKIP),14.68
2014-10-08,Great Britain,Other,5.65
2014-10-08,Great Britain,Conservative,32.34
2014-10-08,Great Britain,Green Party,4.79
2014-10-08,Great Britain,Labour,35.3
2014-10-08,Great Britain,Liberal Democrats,7.3
2014-10-08,Great Britain,UK Independence Party (UKIP),14.61
2014-10-07,Great Britain,Other,5.65
2014-10-07,Great Britain,Conservative,32.34
2014-10-07,Great Britain,Green Party,4.72
2014-10-07,Great Britain,Labour,35.37
2014-10-07,Great Britain,Liberal Democrats,7.3
2014-10-07,Great Britain,UK Independence Party (UKIP),14.61
2014-10-06,Great Britain,Other,5.68
2014-10-06,Great Britain,Conservative,32.18
2014-10-06,Great Britain,Green Party,4.73
2014-10-06,Great Britain,Labour,35.44
2014-10-06,Great Britain,Liberal Democrats,7.38
2014-10-06,Great Britain,UK Independence Party (UKIP),14.6
2014-10-05,Great Britain,Other,5.53
2014-10-05,Great Britain,Conservative,31.89
2014-10-05,Great Britain,Green Party,4.8
2014-10-05,Great Britain,Labour,35.65
2014-10-05,Great Britain,Liberal Democrats,7.3
2014-10-05,Great Britain,UK Independence Party (UKIP),14.82
2014-10-03,Great Britain,Other,5.52
2014-10-03,Great Britain,Conservative,31.93
2014-10-03,Great Britain,Green Party,4.75
2014-10-03,Great Britain,Labour,35.77
2014-10-03,Great Britain,Liberal Democrats,7.36
2014-10-03,Great Britain,UK Independence Party (UKIP),14.66
2014-10-02,Great Britain,Other,5.54
2014-10-02,Great Britain,Conservative,31.63
2014-10-02,Great Britain,Green Party,4.75
2014-10-02,Great Britain,Labour,35.87
2014-10-02,Great Britain,Liberal Democrats,7.4
2014-10-02,Great Britain,UK Independence Party (UKIP),14.81
2014-10-01,Great Britain,Other,5.44
2014-10-01,Great Britain,Conservative,31.52
2014-10-01,Great Britain,Green Party,4.84
2014-10-01,Great Britain,Labour,35.95
2014-10-01,Great Britain,Liberal Democrats,7.48
2014-10-01,Great Britain,UK Independence Party (UKIP),14.78
2014-10-01,Scotland,Conservative,15.95
2014-10-01,Scotland,Green Party,1.69
2014-10-01,Scotland,Labour,37.04
2014-10-01,Scotland,Liberal Democrats,5.9
2014-10-01,Scotland,SNP,34.36
2014-10-01,Scotland,UK Independence Party (UKIP),4.67
2014-09-30,Great Britain,Other,5.51
2014-09-30,Great Britain,Conservative,31.54
2014-09-30,Great Britain,Green Party,4.91
2014-09-30,Great Britain,Labour,35.76
2014-09-30,Great Britain,Liberal Democrats,7.49
2014-09-30,Great Britain,UK Independence Party (UKIP),14.79
2014-09-29,Great Britain,Other,5.49
2014-09-29,Great Britain,Conservative,31.7
2014-09-29,Great Britain,Green Party,4.95
2014-09-29,Great Britain,Labour,35.63
2014-09-29,Great Britain,Liberal Democrats,7.66
2014-09-29,Great Britain,UK Independence Party (UKIP),14.56
2014-09-28,Great Britain,Other,5.42
2014-09-28,Great Britain,Conservative,31.73
2014-09-28,Great Britain,Green Party,4.98
2014-09-28,Great Britain,Labour,35.55
2014-09-28,Great Britain,Liberal Democrats,7.69
2014-09-28,Great Britain,UK Independence Party (UKIP),14.63
2014-09-26,Great Britain,Other,5.34
2014-09-26,Great Britain,Conservative,31.7
2014-09-26,Great Britain,Green Party,4.97
2014-09-26,Great Britain,Labour,35.68
2014-09-26,Great Britain,Liberal Democrats,7.59
2014-09-26,Great Britain,UK Independence Party (UKIP),14.73
2014-09-25,Great Britain,Other,5.27
2014-09-25,Great Britain,Conservative,31.79
2014-09-25,Great Britain,Green Party,5.0
2014-09-25,Great Britain,Labour,35.89
2014-09-25,Great Britain,Liberal Democrats,7.54
2014-09-25,Great Britain,UK Independence Party (UKIP),14.51
2014-09-24,Great Britain,Other,5.19
2014-09-24,Great Britain,Conservative,31.79
2014-09-24,Great Britain,Green Party,5.07
2014-09-24,Great Britain,Labour,35.72
2014-09-24,Great Britain,Liberal Democrats,7.54
2014-09-24,Great Britain,UK Independence Party (UKIP),14.69
2014-09-24,Northern Ireland,Other,7.26
2014-09-24,Northern Ireland,Alliance,11.53
2014-09-24,Northern Ireland,DUP,24.82
2014-09-24,Northern Ireland,SDLP,20.55
2014-09-24,Northern Ireland,Sinn Féin,19.55
2014-09-24,Northern Ireland,Ulster Unionist Party,16.29
2014-09-23,Great Britain,Other,5.11
2014-09-23,Great Britain,Conservative,31.65
2014-09-23,Great Britain,Green Party,5.07
2014-09-23,Great Britain,Labour,35.65
2014-09-23,Great Britain,Liberal Democrats,7.61
2014-09-23,Great Britain,UK Independence Party (UKIP),14.91
2014-09-22,Great Britain,Other,5.14
2014-09-22,Great Britain,Conservative,31.61
2014-09-22,Great Britain,Green Party,5.08
2014-09-22,Great Britain,Labour,35.53
2014-09-22,Great Britain,Liberal Democrats,7.71
2014-09-22,Great Britain,UK Independence Party (UKIP),14.93
2014-09-22,Wales,Conservative,23.34
2014-09-22,Wales,Green Party,2.36
2014-09-22,Wales,Labour,46.61
2014-09-22,Wales,Liberal Democrats,6.7
2014-09-22,Wales,Plaid Cymru,11.31
2014-09-22,Wales,UK Independence Party (UKIP),10.02
2014-09-21,Great Britain,Other,5.08
2014-09-21,Great Britain,Conservative,31.63
2014-09-21,Great Britain,Green Party,5.01
2014-09-21,Great Britain,Labour,35.55
2014-09-21,Great Britain,Liberal Democrats,7.71
2014-09-21,Great Britain,UK Independence Party (UKIP),15.01
2014-09-19,Great Britain,Other,4.91
2014-09-19,Great Britain,Conservative,31.8
2014-09-19,Great Britain,Green Party,4.98
2014-09-19,Great Britain,Labour,35.68
2014-09-19,Great Britain,Liberal Democrats,7.59
2014-09-19,Great Britain,UK Independence Party (UKIP),15.05
2014-09-18,Great Britain,Other,4.91
2014-09-18,Great Britain,Conservative,31.94
2014-09-18,Great Britain,Green Party,4.98
2014-09-18,Great Britain,Labour,35.68
2014-09-18,Great Britain,Liberal Democrats,7.59
2014-09-18,Great Britain,UK Independence Party (UKIP),14.91
2014-09-17,Great Britain,Other,4.84
2014-09-17,Great Britain,Conservative,31.92
2014-09-17,Great Britain,Green Party,5.0
2014-09-17,Great Britain,Labour,35.69
2014-09-17,Great Britain,Liberal Democrats,7.57
2014-09-17,Great Britain,UK Independence Party (UKIP),14.97
2014-09-16,Great Britain,Other,4.89
2014-09-16,Great Britain,Conservative,32.06
2014-09-16,Great Britain,Green Party,5.0
2014-09-16,Great Britain,Labour,35.64
2014-09-16,Great Britain,Liberal Democrats,7.53
2014-09-16,Great Britain,UK Independence Party (UKIP),14.88
2014-09-15,Great Britain,Other,4.96
2014-09-15,Great Britain,Conservative,31.79
2014-09-15,Great Britain,Green Party,4.97
2014-09-15,Great Britain,Labour,35.56
2014-09-15,Great Britain,Liberal Democrats,7.61
2014-09-15,Great Britain,UK Independence Party (UKIP),15.11
2014-09-14,Great Britain,Other,4.99
2014-09-14,Great Britain,Conservative,31.78
2014-09-14,Great Britain,Green Party,4.82
2014-09-14,Great Britain,Labour,35.62
2014-09-14,Great Britain,Liberal Democrats,7.61
2014-09-14,Great Britain,UK Independence Party (UKIP),15.18
2014-09-12,Great Britain,Other,4.97
2014-09-12,Great Britain,Conservative,31.82
2014-09-12,Great Britain,Green Party,4.78
2014-09-12,Great Britain,Labour,35.71
2014-09-12,Great Britain,Liberal Democrats,7.47
2014-09-12,Great Britain,UK Independence Party (UKIP),15.26
2014-09-11,Great Britain,Other,4.97
2014-09-11,Great Britain,Conservative,31.98
2014-09-11,Great Britain,Green Party,4.89
2014-09-11,Great Britain,Labour,35.7
2014-09-11,Great Britain,Liberal Democrats,7.43
2014-09-11,Great Britain,UK Independence Party (UKIP),15.04
2014-09-11,Wales,Conservative,23.34
2014-09-11,Wales,Green Party,2.38
2014-09-11,Wales,Labour,47.13
2014-09-11,Wales,Liberal Democrats,6.83
2014-09-11,Wales,Plaid Cymru,11.16
2014-09-11,Wales,UK Independence Party (UKIP),9.53
2014-09-10,Great Britain,Other,4.95
2014-09-10,Great Britain,Conservative,32.13
2014-09-10,Great Britain,Green Party,4.95
2014-09-10,Great Britain,Labour,35.73
2014-09-10,Great Britain,Liberal Democrats,7.47
2014-09-10,Great Britain,UK Independence Party (UKIP),14.77
2014-09-09,Great Britain,Other,4.88
2014-09-09,Great Britain,Conservative,32.13
2014-09-09,Great Britain,Green Party,4.81
2014-09-09,Great Britain,Labour,35.73
2014-09-09,Great Britain,Liberal Democrats,7.61
2014-09-09,Great Britain,UK Independence Party (UKIP),14.84
2014-09-08,Great Britain,Other,4.81
2014-09-08,Great Britain,Conservative,32.23
2014-09-08,Great Britain,Green Party,4.71
2014-09-08,Great Britain,Labour,35.75
2014-09-08,Great Britain,Liberal Democrats,7.64
2014-09-08,Great Britain,UK Independence Party (UKIP),14.87
2014-09-07,Great Britain,Other,4.81
2014-09-07,Great Britain,Conservative,32.38
2014-09-07,Great Britain,Green Party,4.66
2014-09-07,Great Britain,Labour,35.92
2014-09-07,Great Britain,Liberal Democrats,7.67
2014-09-07,Great Britain,UK Independence Party (UKIP),14.56
2014-09-05,Great Britain,Other,4.71
2014-09-05,Great Britain,Conservative,32.63
2014-09-05,Great Britain,Green Party,4.58
